device,caseName,description,topology,calibrationMode,gammaW,pW,meanW,minW,activeWeakLinkFraction,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,boundary_lane_g0_003_p0_03,"coverage-boundary lane, \gamma_W=0.003, p_W=0.03",boundary_lane,conductance,0.003,0.03,0.968721568627451,0.003,0.0313725490196078,165.78439007266,0.212384319668778,0.272750939761114,0.319962019930056,0.145581318471624,0.0472604756156493,0.240928742421539,0.328244424310795,0.373988804457802,0.13818536159689,0.0491871779996341,227.687772371695,219.256905310381,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,boundary_lane_g0_01_p0_03,"coverage-boundary lane, \gamma_W=0.01, p_W=0.03",boundary_lane,conductance,0.01,0.03,0.968941176470588,0.01,0.0313725490196078,166.070277247896,0.212461084517278,0.272974373342335,0.320111130794094,0.145499903775219,0.047261690635365,0.240624298774891,0.327760555619863,0.373464918104296,0.138087580507495,0.0491878559377074,227.984891282821,219.54533545669,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,boundary_lane_g0_03_p0_03,"coverage-boundary lane, \gamma_W=0.03, p_W=0.03",boundary_lane,conductance,0.03,0.03,0.96956862745098,0.03,0.0313725490196078,166.829820831959,0.212655604700554,0.273566069639538,0.320490208528835,0.145288862385939,0.0472430109553464,0.239867424967553,0.326570622825684,0.372150144612988,0.137851474145826,0.0491894062570693,228.753006470104,220.255127755991,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,shuffled_g0_003_p0_03,"shuffled W histogram, \gamma_W=0.003, p_W=0.03",shuffled,conductance,0.003,0.03,0.970024836601307,0.003,0.0300653594771242,165.78439007266,0.217247365541329,0.285405647210774,0.331325261861545,0.139522632043187,0.0466086821841858,0.24444389996407,0.335916473234744,0.38039796444067,0.138178023212399,0.0478840597989341,229.926025210491,221.520954084598,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,shuffled_g0_01_p0_03,"shuffled W histogram, \gamma_W=0.01, p_W=0.03",shuffled,conductance,0.01,0.03,0.970235294117647,0.01,0.0300653594771242,166.070277247896,0.21731710407434,0.285632027141652,0.331408001071821,0.139498241633404,0.0466166893126074,0.244442953302268,0.335997092151473,0.380354309885673,0.138167706487473,0.0478879989505981,229.972361500851,221.583279169077,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,shuffled_g0_03_p0_03,"shuffled W histogram, \gamma_W=0.03, p_W=0.03",shuffled,conductance,0.03,0.03,0.970836601307189,0.03,0.0300653594771242,166.829820831959,0.217522903147451,0.286289386002306,0.331657977421296,0.139424976134022,0.0466424490801496,0.244469405290068,0.336276286972842,0.380274623617459,0.138149496330339,0.0479032777340235,230.090415452063,221.748233612959,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,uniform_g0_003_p0_08,"uniform W, same mean, \gamma_W=0.003, p_W=0.08",uniform,conductance,0.003,0.08,0.920066230936816,0.920066230936819,1,144.254072451089,0.220659986406299,0.29354185380588,0.337180723038563,0.138002776533285,0.0471883422415223,0.292298185169709,0.410122500059467,0.449152898116457,0.173083255857468,0.0489967842634444,202.697967709234,195.089071582947,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,uniform_g0_01_p0_08,"uniform W, same mean, \gamma_W=0.01, p_W=0.08",uniform,conductance,0.01,0.08,0.920627450980405,0.920627450980392,1,144.977968925041,0.220666514932682,0.293581197433887,0.337176565219847,0.13800360069503,0.047187887226004,0.290746777392306,0.407908744325007,0.447040401826296,0.171602736050597,0.0490010193772602,203.589509315918,195.946416545002,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,uniform_g0_03_p0_08,"uniform W, same mean, \gamma_W=0.03, p_W=0.08",uniform,conductance,0.03,0.08,0.922230936819173,0.922230936819171,1,146.726419003131,0.220688744385409,0.293702997293368,0.337174412253483,0.138002909645403,0.0471818661333285,0.287137253688059,0.402750828357771,0.44209264445008,0.168209851366648,0.0490109980865729,205.690151570398,197.958592473296,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,boundary_lane_g0_03_p0_08,"coverage-boundary lane, \gamma_W=0.03, p_W=0.08",boundary_lane,conductance,0.03,0.08,0.9078605664488,0.03,0.0949891067538126,146.726419003131,0.220841975826948,0.281186228187731,0.327917581564318,0.144813303519755,0.0681512538097595,0.281114249705503,0.387763828780256,0.429914068201243,0.161586670737635,0.0634744619730393,191.236890655354,215.1854650974,2202,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_2202/AS006_v7_4_5_physical_bottleneck_scores.csv
