device,sourceVersion,sourceRole,caseName,topology,linkClass,calibrationMode,seed,mechanism,primaryRTScore,transitionScore,probeAsymmetryScore,heldoutScore,parameterCount,complexityPenalty,objectiveScore,hasBothProbePairs,hasHeldoutDiagnostic
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_7_g0_003_p0_03,contact_relaxation,contact_relaxed,shape,NaN,gap-tied weak links,0.221087569855793,0.234032555415143,0.0489307077941701,0.228110137948647,4,0.1,0.526560454359617,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_03_p0_03,contact_relaxation,contact_relaxed,conductance,NaN,gap-tied weak links,0.222248364221898,0.235260691291128,0.0483876954136914,0.222143655802082,4,0.1,0.527286299312893,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_03_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.219794578785191,0.233770837542529,0.0540407782825276,0.222610593477237,4,0.1,0.527396810069901,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_03_p0_03,contact_relaxation,contact_relaxed,shape,NaN,gap-tied weak links,0.222054200138789,0.235046230540993,0.0484371560527427,0.226703980244704,4,0.1,0.527640141861761,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_01_p0_03,contact_relaxation,contact_relaxed,conductance,NaN,gap-tied weak links,0.222722785200669,0.235689029880898,0.0485180410495289,0.220576979300498,4,0.1,0.527873097632571,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_003_p0_03,contact_relaxation,contact_relaxed,conductance,NaN,gap-tied weak links,0.222952413944258,0.23589582676774,0.048578401927049,0.219987674577104,4,0.1,0.528179128385067,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_01_p0_03,contact_relaxation,contact_relaxed,shape,NaN,gap-tied weak links,0.222443853535709,0.235371811865044,0.0485954617000081,0.227032865103692,4,0.1,0.52836669572138,1,1
AS006,v7.4.6,gap_tied_weak_links,contact_relaxed_a3_3_g0_003_p0_03,contact_relaxation,contact_relaxed,shape,NaN,gap-tied weak links,0.222641060726637,0.23553595402638,0.0486705243101557,0.227183486329359,4,0.1,0.528728748742004,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_03_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.219685881408017,0.233514112724432,0.0526766169951257,0.275731536780857,4,0.1,0.533704035902414,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_3_g0_03_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.219270946050299,0.23349137931354,0.0543189214152216,0.274731703711983,4,0.1,0.53412464138107,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_7_g0_03_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.220575779141302,0.233916628289134,0.0551264960060231,0.275317580461497,4,0.1,0.536248992337811,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,boundary_lane_g0_01_p0_08,boundary_lane,,shape,NaN,physical bottleneck W_{ij},0.229954399731667,0.239299992077069,0.0991370903561623,0.274517397618903,3,0.075,0.550154956439987,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_3_g0_01_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.22317464531518,0.236230042558964,0.0687428336915983,0.288355415476713,4,0.1,0.550172645991679,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_7_g0_01_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.22514051372727,0.236859247898213,0.0681855293687587,0.288144418809372,4,0.1,0.552153202556584,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,boundary_lane_g0_01_p0_08,boundary_lane,,conductance,NaN,physical bottleneck W_{ij},0.229954399484063,0.239299991914603,0.0991370903648893,0.296386697396311,3,0.075,0.55311047523581,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_01_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.226870540217715,0.237431800662438,0.0692327848519362,0.28785168330414,4,0.1,0.55481563150867,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_3_g0_01_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.227280464951004,0.237395115550153,0.0698403751233383,0.30261245969324,4,0.1,0.557547850536307,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_7_g0_01_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.228757305085511,0.237932695498376,0.0712495677678388,0.303044858754087,4,0.1,0.56025040985952,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_01_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.229223608689114,0.238067746668469,0.0709878865743718,0.303338135027231,4,0.1,0.56067982970898,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,boundary_lane_g0_003_p0_08,boundary_lane,,conductance,NaN,physical bottleneck W_{ij},0.236082328304717,0.243058683765542,0.116084105135026,0.33713518643628,3,0.075,0.577038128575381,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,boundary_lane_g0_003_p0_08,boundary_lane,,shape,NaN,physical bottleneck W_{ij},0.236082328652031,0.243058683996865,0.116084105225371,0.413867642915154,3,0.075,0.58673150440196,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_3_g0_003_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.239503311898102,0.242624381461621,0.107993698316046,0.341605612504415,4,0.1,0.600924106340526,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_7_g0_003_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.24069533337496,0.24305993393486,0.108573578170653,0.341936458360414,4,0.1,0.602768221505951,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_003_p0_08,boundary_lane,boundary_constriction,conductance,NaN,gap-tied weak links,0.241953239103916,0.243583836233034,0.110086157396599,0.342218845971559,4,0.1,0.605284568246505,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a4_1_g0_003_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.238333248381887,0.242526275514739,0.108536416129317,0.419694055551231,4,0.1,0.609848768923909,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_7_g0_003_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.238696963522801,0.243075259317634,0.112199370219451,0.42139310985281,4,0.1,0.612947423599489,1,1
AS006,v7.4.6,gap_tied_weak_links,boundary_sns_a3_3_g0_003_p0_08,boundary_lane,boundary_constriction,shape,NaN,gap-tied weak links,0.238484023827246,0.243391772051006,0.117246881587016,0.423474382443097,4,0.1,0.616207078319101,1,1
AS006,v7.4.6,gap_tied_weak_links,central_lane_gap_control,central_lane,boundary_constriction,shape,NaN,central-lane / 1D-like,0.388805713017265,0.420092019141018,0.0481259348583226,0.34101507600024,1,0.025,0.74570994954391,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_03_p0_08,central_lane,,conductance,NaN,central-lane / 1D-like,0.175580121711938,0.275380250231847,0.0481259348583226,321.601976851143,1,0.025,1.39815064250416,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_03_p0_03,central_lane,,conductance,NaN,central-lane / 1D-like,0.175577479558664,0.275375603773631,0.0481259348583226,362.167869732945,1,0.025,1.4187213701588,1,1
AS006,v7.4.6,gap_tied_weak_links,central_lane_gap_control,central_lane,boundary_constriction,conductance,NaN,central-lane / 1D-like,0.170650004832256,0.266694493083129,0.0481259348583226,950.738576894151,1,0.025,1.57594933078129,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_01_p0_08,central_lane,,conductance,NaN,central-lane / 1D-like,0.179705345292349,0.282594796558184,0.0481259348583226,958.452325382146,1,0.025,1.59594714405105,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_01_p0_03,central_lane,,conductance,NaN,central-lane / 1D-like,0.179695574564806,0.282577228440818,0.0481259348583226,1085.5709361128,1,0.025,1.61754070623598,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_003_p0_08,central_lane,,conductance,NaN,central-lane / 1D-like,0.179634024855812,0.282466751327326,0.0481259348583226,3182.77394104784,1,0.025,1.80416652606772,1,1
AS006,v7.4.5,runtime_cleaned_physical_bottleneck_Wij,central_lane_g0_003_p0_03,central_lane,,conductance,NaN,central-lane / 1D-like,0.179608388278393,0.282420853762382,0.0481259348583226,3613.70006298164,1,0.025,1.82616536811729,1,1
