B_T,shared_flux_quanta,shared_phase_envelope,R1_R2_shared_phase_state,independent_channel_periods,independent_channel_loop_geometry,manual_period_fit
-0.0072,-6.9638090187602,0.993543419515413,1,0,0,0
-0.0071,-6.86708944905519,0.914084883367309,1,0,0,0
-0.007,-6.77036987935019,0.750879014197631,1,0,0,0
-0.0069,-6.67365030964519,0.518878533055741,1,0,0,0
-0.0068,-6.57693073994018,0.239339038747493,1,0,0,0
-0.0067,-6.48021117023518,0.062128403990674,1,0,0,0
-0.0066,-6.38349160053018,0.357903718750599,1,0,0,0
-0.0065,-6.28677203082518,0.620888334890225,1,0,0,0
-0.0064,-6.19005246112017,0.826987925254443,1,0,0,0
-0.0063,-6.09333289141517,0.957319898801751,1,0,0,0
-0.0062,-5.99661332171017,0.999943400376752,1,0,0,0
-0.0061,-5.89989375200517,0.950953317176579,1,0,0,0
-0.006,-5.80317418230016,0.814838060384015,1,0,0,0
