pair_id,theta_i,theta_j,profile_objective,objective_delta
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.75,0.0131430348880732,0.0130989806124466
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.83333333333333,0.0169628948988462,0.0169188406232195
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.91666666666667,0.0213825055928515,0.0213384513172249
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,2,0.0268588856764685,0.0268148314008418
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0,0.0730307648512271,0.0729867105756005
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.0833333333333333,0.0598784375700676,0.0598343832944409
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.166666666666667,0.0486583948507776,0.048614340575151
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.25,0.0393706366933574,0.0393265824177308
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.333333333333333,0.0320204489407325,0.0319763946651058
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.416666666666667,0.0259546734448268,0.0259106191692001
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.5,0.0205843628929502,0.0205403086173236
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.583333333333333,0.0159095172851032,0.0158654630094766
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.666666666666667,0.0119301366212856,0.011886082345659
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.75,0.00862907976250532,0.00858502548687869
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.833333333333333,0.00593279751714766,0.00588874324152102
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,0.916666666666667,0.00383579338075442,0.00379173910512779
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1,0.00233847287560981,0.00229441859998318
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.08333333333333,0.00144099907480727,0.00139694479918063
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.16666666666667,0.00114341423706423,0.00109935996143759
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.25,0.00144571836238072,0.00140166408675408
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.33333333333333,0.00234791145075673,0.0023038571751301
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.41666666666667,0.00384983968634293,0.0038057854107163
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.5,0.00595142228853124,0.0059073680129046
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.58333333333333,0.00865277946663659,0.00860872519100995
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.66666666666667,0.0119539112206585,0.0119098569450318
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.75,0.0158547638600783,0.0158107095844517
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.83333333333333,0.0203548482445253,0.0203107939688987
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,1.91666666666667,0.0255584731416441,0.0255144188660175
Tc_heterogeneity_amplitude__W_coverage_class,0.89375,2,0.0319536537510898,0.0319095994754632
Tc_heterogeneity_amplitude__W_coverage_class,0.954166666666667,0,0.0564639022444615,0.0564198479688349
Tc_heterogeneity_amplitude__W_coverage_class,0.954166666666667,0.0833333333333333,0.0455418142188001,0.0454977599431734
Tc_heterogeneity_amplitude__W_coverage_class,0.954166666666667,0.166666666666667,0.0365520107550083,0.0365079564793816
Tc_heterogeneity_amplitude__W_coverage_class,0.954166666666667,0.25,0.029499883811527,0.0294558295359004
Tc_heterogeneity_amplitude__W_coverage_class,0.954166666666667,0.333333333333333,0.023771842044283,0.0237277877686563
