device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9
AS006,crack_tunnel_a4_1_g0_01_p0_03,"tunnel/crack-like links, alpha=4.1, tau=0.01, p=0.03",tear_lane,crack_tunnel,shape,4.1,0.999999999999997,0.01,0.03,0.969803921568627,0.01,0.0305010893246187,1.24488151682272e-08,4.44282655762746e-07,0.151863105887566,171.729485743132,0.212034909368943,0.28325037425714,0.30431229913434,0.156817308178121,0.0483560138798315,0.215299204354393,0.285843518143787,0.306553751232017,0.156005795383347,0.0591761947429628,242.492078991227,251.497134058377
AS006,crack_tunnel_a4_1_g0_03_p0_03,"tunnel/crack-like links, alpha=4.1, tau=0.03, p=0.03",tear_lane,crack_tunnel,shape,4.1,0.999999999999997,0.03,0.03,0.970413943355119,0.03,0.0305010893246187,3.72545281545498e-08,4.43189183977805e-07,0.151863105887566,172.153190459067,0.212302848872532,0.284139211318149,0.305161475916055,0.156034040312113,0.0482998998012714,0.215535577642197,0.287236741128355,0.307887878704975,0.154790503983576,0.0581492293694541,242.535479141502,250.942743783787
AS006,boundary_sns_a3_3_g0_01_p0_03,"SNS-like boundary constriction, alpha=3.3, tau=0.01, p=0.03",boundary_lane,boundary_constriction,shape,3.3,1,0.01,0.03,0.968941176470588,0.01,0.0313725490196078,1.12155498370746e-08,3.4826049192024e-07,0.134234523827009,176.444403902481,0.213314233751471,0.285454496711107,0.311974343458371,0.149806984577374,0.0479028402723831,0.219093240581059,0.300105856367407,0.32598697982061,0.141649786866408,0.0478208982688087,244.419627303832,238.069040466084
AS006,boundary_sns_a3_3_g0_003_p0_03,"SNS-like boundary constriction, alpha=3.3, tau=0.003, p=0.03",boundary_lane,boundary_constriction,shape,3.3,1,0.003,0.03,0.968721568627451,0.003,0.0313725490196078,3.36626776266602e-09,3.48426391332143e-07,0.134234523827009,176.360391831153,0.213335860592676,0.285502275686623,0.312020434478264,0.149786954236724,0.0479075741438914,0.21908605062102,0.300083840915522,0.325966945010753,0.141667293524472,0.0478201415151719,244.447424339941,238.103393653666
AS006,boundary_sns_a3_3_g0_03_p0_03,"SNS-like boundary constriction, alpha=3.3, tau=0.03, p=0.03",boundary_lane,boundary_constriction,shape,3.3,1,0.03,0.03,0.96956862745098,0.03,0.0313725490196078,3.36009982324779e-08,3.47787977211531e-07,0.134234523827009,176.684126324118,0.213342803406317,0.285556608192974,0.312079966150695,0.149709197897002,0.0478809707036426,0.2192041922033,0.30038586862465,0.326263082349105,0.141480826853831,0.0478236647136251,244.353879134542,237.972280977472
AS006,contact_relaxed_a4_1_g0_03_p0_08,"contact-relaxed SNS links, alpha=4.1, tau=0.03, p=0.08",contact_relaxation,contact_relaxed,shape,4.1,0.999999999999997,0.03,0.08,0.920962962962962,0.03,0.0814814814814815,1.53086429879226e-08,6.19308091851919e-07,0.0409895205919383,122.787686473123,0.213469222258111,0.287902572504985,0.312510527750087,0.146946385035624,0.0488671339283859,0.229807815328086,0.324100161815427,0.347130901286957,0.133202012018349,0.0509573225498915,235.984701059909,227.754314488977
AS006,contact_relaxed_a4_1_g0_01_p0_08,"contact-relaxed SNS links, alpha=4.1, tau=0.01, p=0.08",contact_relaxation,contact_relaxed,shape,4.1,0.999999999999997,0.01,0.08,0.919333333333333,0.01,0.0814814814814815,5.25762637139861e-09,6.38088671538688e-07,0.0409895205919383,119.173731182549,0.214202884266913,0.289540418662887,0.314048767357787,0.14628148294272,0.0490368061171515,0.231013089698193,0.326318949322495,0.349292445249564,0.132889401404332,0.051372968226319,235.74860802485,227.349566096664
AS006,contact_relaxed_a3_7_g0_03_p0_08,"contact-relaxed SNS links, alpha=3.7, tau=0.03, p=0.08",contact_relaxation,contact_relaxed,shape,3.7,0,0.03,0.08,0.920962962962962,0.03,0.0814814814814815,1.38151168427595e-08,5.5888779020783e-07,0.0369905429732127,122.787686473123,0.214432932925884,0.288718380611421,0.316716153900254,0.14433585139388,0.048773200450201,0.228888365130174,0.320025568360055,0.346776641557687,0.133261145853518,0.0509807022479652,238.160629302369,229.749435421012
AS006,boundary_sns_a3_7_g0_01_p0_03,"SNS-like boundary constriction, alpha=3.7, tau=0.01, p=0.03",boundary_lane,boundary_constriction,shape,3.7,0,0.01,0.03,0.968941176470588,0.01,0.0313725490196078,1.25750104233867e-08,3.90473884880269e-07,0.15050537519998,176.444403902481,0.214611275483243,0.290677347144613,0.312914821565998,0.149438774911308,0.0479796238919701,0.220172609491146,0.304746507183587,0.326362066180975,0.141679599062703,0.0478834256270609,244.690997615483,238.352023295849
AS006,boundary_sns_a3_7_g0_003_p0_03,"SNS-like boundary constriction, alpha=3.7, tau=0.003, p=0.03",boundary_lane,boundary_constriction,shape,3.7,0,0.003,0.03,0.968721568627451,0.003,0.0313725490196078,3.77430021874675e-09,3.90659893311797e-07,0.15050537519998,176.360391831153,0.214630982227858,0.290724692004159,0.312958557039142,0.149420220177387,0.0479774690948978,0.220163727866632,0.304721134519536,0.32633696024705,0.141700115137156,0.047882680459844,244.724904091518,238.383211408587
AS006,boundary_sns_a3_7_g0_03_p0_03,"SNS-like boundary constriction, alpha=3.7, tau=0.03, p=0.03",boundary_lane,boundary_constriction,shape,3.7,0,0.03,0.03,0.96956862745098,0.03,0.0313725490196078,3.76738465030813e-08,3.89944095661413e-07,0.15050537519998,176.684126324118,0.214663533604817,0.290829220834864,0.313073351766695,0.149310179594511,0.0479723571043659,0.220294987770784,0.305050179547769,0.326666050426341,0.141498471791539,0.0478860813206285,244.627310575826,238.276586296314
