device,caseName,description,topology,calibrationMode,gammaW,pW,meanW,minW,activeWeakLinkFraction,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9
AS006,uniform_g0_03_p0_08,"uniform W, same mean, \gamma_W=0.03, p_W=0.08",uniform,conductance,0.03,0.08,0.922230936819173,0.922230936819171,1,147.759663668848,0.220788050988144,0.29674739815002,0.336053824627702,0.13664392227176,0.0482937608525228,0.277958655621292,0.393173056706082,0.428951896236067,0.15847780374395,0.0478571483073223,209.446024867803,204.481721432789
AS006,uniform_g0_003_p0_03,"uniform W, same mean, \gamma_W=0.003, p_W=0.03",uniform,conductance,0.003,0.03,0.970024836601295,0.970024836601307,1,165.32695007957,0.221510509176946,0.300178712707343,0.336191242613514,0.136590840636427,0.0483006078082045,0.257211939161511,0.363751816010941,0.39796444593544,0.142426573256587,0.0478368828388628,222.836812924574,217.571516989852
AS006,uniform_g0_01_p0_03,"uniform W, same mean, \gamma_W=0.01, p_W=0.03",uniform,conductance,0.01,0.03,0.970235294117639,0.970235294117647,1,165.611271162002,0.221514453159184,0.300194576189848,0.336193581116831,0.136590219770865,0.0483011479380359,0.256709148733901,0.362964376611888,0.397198565054865,0.142117899750704,0.0478365035232216,223.172202048133,217.899666862325
AS006,uniform_g0_03_p0_03,"uniform W, same mean, \gamma_W=0.03, p_W=0.03",uniform,conductance,0.03,0.03,0.970836601307195,0.970836601307189,1,166.357948017447,0.221525709770388,0.300239849918821,0.336200257561744,0.136588447868574,0.0483026883643502,0.255415228653779,0.360932242033866,0.395217511436166,0.141342195327661,0.0478355120621644,224.041226781422,218.750123147241
AS006,current_crowding_g0_003_p0_03,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.003, p_W=0.03",current_crowding,conductance,0.003,0.03,0.964811764705882,0.003,0.0352941176470588,165.32695007957,0.22175016461111,0.300711521270901,0.336566845912565,0.136480580090688,0.0484465963243007,0.26131163855492,0.370381137967968,0.404066153802813,0.145005024755354,0.0478050047075158,220.239873524927,215.245694681685
AS006,current_crowding_g0_01_p0_03,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.01, p_W=0.03",current_crowding,conductance,0.01,0.03,0.965058823529412,0.01,0.0352941176470588,165.611271162002,0.22175077608631,0.300721690179168,0.336561476958544,0.136481843175411,0.0484473016056627,0.260799265196214,0.369592294184202,0.403299434131144,0.144659783849996,0.0478052922548693,220.570493149415,215.568851774327
AS006,current_crowding_g0_03_p0_03,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.03, p_W=0.03",current_crowding,conductance,0.03,0.03,0.965764705882352,0.03,0.0352941176470588,166.357948017447,0.221751915065197,0.300750046619448,0.336545886466259,0.136486161831609,0.0484465251010703,0.259475605500317,0.36754999790184,0.401310049840046,0.143785614331537,0.0478034244652415,221.428606527337,216.408012147198
AS006,current_crowding_g0_03_p0_08,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.03, p_W=0.08",current_crowding,conductance,0.03,0.08,0.921385620915031,0.03,0.0810457516339869,147.759663668848,0.221791960531513,0.293592059609184,0.341780908403518,0.135223527500529,0.0482217439665605,0.246997674724971,0.339372420554398,0.386136059238977,0.137692286689479,0.0477624910403968,230.497108741537,224.997581733501
AS006,contact_relaxation_g0_03_p0_03,"metal-contact relaxation halos, \gamma_W=0.03, p_W=0.03",contact_relaxation,conductance,0.03,0.03,0.970413943355119,0.03,0.0305010893246187,166.357948017447,0.221856786398131,0.294288902482036,0.341239580381212,0.135385893542207,0.0485933969137384,0.220972759740774,0.293259382122126,0.340197000086631,0.135416637017301,0.0469888701585162,250.315748333378,246.683402333677
AS006,no_weak_links,"no weak links",none,conductance,NaN,0,1,NaN,0,165.32695007957,0.221942330391153,0.302148265753128,0.336316114146199,0.136551496026575,0.0483208164135672,0.268016871878733,0.381730929023093,0.413411507238692,0.149635561905872,0.0478388403205217,216.185533171702,211.106731101814
AS006,current_crowding_g0_01_p0_08,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.01, p_W=0.08",current_crowding,conductance,0.01,0.08,0.919764705882352,0.01,0.0810457516339869,146.229568011476,0.222028116623559,0.293767004781406,0.342390107355944,0.13511724894611,0.0482943292808487,0.2477288847598,0.340265916184809,0.387444303910352,0.138039727202963,0.0478013167673704,230.156017837915,224.696656809734
AS006,current_crowding_g0_003_p0_08,"source/drain and probe current-crowding bottlenecks, \gamma_W=0.003, p_W=0.08",current_crowding,conductance,0.003,0.08,0.919197385620915,0.003,0.0810457516339869,145.612980628154,0.222122779695774,0.293850947762601,0.34262968331509,0.135076124668483,0.0483158490792574,0.24814264393167,0.340833502367818,0.38815013503705,0.138240588743787,0.0478162450459616,229.939994767705,224.490902764742
AS006,contact_relaxation_g0_01_p0_03,"metal-contact relaxation halos, \gamma_W=0.01, p_W=0.03",contact_relaxation,conductance,0.01,0.03,0.969803921568627,0.01,0.0305010893246187,165.611271162002,0.222204682984482,0.29485137024615,0.342128362125484,0.135220742139574,0.0484214832821959,0.219097897373243,0.289309598230805,0.336604804783975,0.136326794496331,0.0467129871430408,252.297571784458,248.987240220494
AS006,contact_relaxation_g0_003_p0_03,"metal-contact relaxation halos, \gamma_W=0.003, p_W=0.03",contact_relaxation,conductance,0.003,0.03,0.969590413943355,0.003,0.0305010893246187,165.32695007957,0.222387172885183,0.295163990287904,0.342548549112517,0.135135174114888,0.0483929455474955,0.218383609843325,0.287800838025861,0.335201808750423,0.13672253086359,0.0466108822980341,253.08698703975,249.95476682377
AS006,boundary_lane_g0_01_p0_08,"coverage-boundary lane, \gamma_W=0.01, p_W=0.08",boundary_lane,conductance,0.01,0.08,0.905960784313725,0.01,0.0949891067538126,146.229568011476,0.229954399484063,0.287273887952014,0.33022207863381,0.148377905195397,0.0991370903648893,0.296386697396311,0.363807829628237,0.401626754246552,0.167249442553098,0.20621703423048,174.853595720138,264.519994182291
AS006,boundary_lane_g0_003_p0_08,"coverage-boundary lane, \gamma_W=0.003, p_W=0.08",boundary_lane,conductance,0.003,0.08,0.905295860566448,0.003,0.0949891067538126,145.612980628154,0.236082328304717,0.289997347871518,0.333366958206376,0.152750409324708,0.116084105135026,0.33713518643628,0.372542021028979,0.395958862509219,0.211569237019132,0.35574435548737,157.303154224045,307.016415087278
